name,comparison,value,lower_bound,upper_bound,binding,shadow_price,lower_slack,upper_slack
Afforestation,le,767.25,-inf,3069.0,False,0,inf,2301.75
AshSalvage,le,6515.0,-inf,6515.0,True,11.98284912,inf,0
NoMgmt_2021,le,51898.5,-inf,310141.0,False,0,inf,258242.5
NoMgmt_2025,le,81654.25,-inf,310141.0,False,0,inf,228486.75
NoMgmt_2030,le,51131.25,-inf,310141.0,False,0,inf,259009.75
NoMgmt_2050,le,10196.5,-inf,310141.0,False,0,inf,299944.5
Thin167N_2021,le,0,-inf,127759.0,False,0,inf,127759.0
Thin167S_2021,le,0,-inf,113295.0,False,0,inf,113295.0
Thin505_2021,le,0,-inf,5197.0,False,0,inf,5197.0
ThinTotal,le,0,-inf,246251.0,False,0,inf,246251.0
167NAcreage_2021,eq,34419.75,34419.75,34419.75,True,30.163714889,0,0
167NAcreage_2025,eq,34419.75,34419.75,34419.75,True,34.405034069,0,0
167NAcreage_2030,eq,34419.75,34419.75,34419.75,True,35.383814339,0,0
167NAcreage_2050,eq,34419.75,34419.75,34419.75,True,22.36984825,0,0
167SAcreage,eq,30523.0,30523.0,30523.0,True,38.629548069,0,0
2021Acreage,eq,310141.0,310141.0,310141.0,True,4.819447041,0,0
2025Acreage,eq,310141.0,310141.0,310141.0,True,4.355601311,0,0
2030Acreage,eq,310141.0,310141.0,310141.0,True,6.587319851,0,0
2050Acreage,eq,310141.0,310141.0,310141.0,True,30.15151024,0,0
505Acreage_2021,eq,6515.0,6515.0,6515.0,True,50.263007639,0,0
505Acreage_2025,eq,6515.0,6515.0,6515.0,True,53.524476049,0,0
505Acreage_2030,eq,6515.0,6515.0,6515.0,True,52.075819489,0,0
505Acreage_2050,eq,6515.0,6515.0,6515.0,True,45.5400486,0,0
608Acreage_2021,eq,10196.5,10196.5,10196.5,True,41.108317849,0,0
608Acreage_2025,eq,10196.5,10196.5,10196.5,True,44.747353549,0,0
608Acreage_2030,eq,10196.5,10196.5,10196.5,True,45.799074649,0,0
608Acreage_2050,eq,10196.5,10196.5,10196.5,True,38.08045387,0,0
999Acreage_2021,eq,767.25,767.25,767.25,True,2.193808078,0,0
999Acreage_2025,eq,767.25,767.25,767.25,True,16.307451245,0,0
999Acreage_2030,eq,767.25,767.25,767.25,True,0.284957886,0,0
999Acreage_2050,eq,767.25,767.25,767.25,True,-22.185709001,0,0
AffCont30_25_CAR,eq,0,0,0,True,16.54500818,0,0
AffCont30_25_NAR,eq,0,0,0,True,16.739492652,0,0
AffCont30_25_SAR,eq,0,0,0,True,16.476496217,0,0
AffCont50_30_CAR,eq,0,0,0,True,15.694770811,0,0
AffCont50_30_NAR,eq,0,0,0,True,11.683300021,0,0
AffCont50_30_SAR,eq,0,0,0,True,18.046922681,0,0
TotalAcreage,eq,1240564.0,1240564.0,1240564.0,True,0,0,0
